ranking_id,ranking_name,base_path,ranking_logo_path
P-999999,"{""de"": null, ""en"": ""World's Best Hospitals 2023"", ""es"": null, ""fr"": null, ""it"": null}","{""de"": null, ""en"": ""/en/healthcare/best-hospitals-world-2023"", ""es"": null, ""fr"": null, ""it"": null}",/wp-content/uploads/best-hospitals-world-2023-logo.png
